Beat Surface Training: 	 ENST_2
25 Mar 2014 10:38pm
Observations: 262
Classes: 3
Features: 3
VelocityThresholdSetting: 1.28
DecayTimeSetting: 6

Class: 	 Audio Features: 
1;29.8267;40.2248;79.4597;
1;28.4574;41.2171;79.1513;
1;32.6523;50.6054;79.8076;
1;52.3985;56.3413;81.2662;
1;43.5279;48.9244;80.6923;
1;23.63;27.3242;76.8064;
1;26.0498;43.3835;77.9664;
1;28.7678;48.5644;78.1168;
1;27.3862;45.108;78.9609;
1;26.591;47.6912;78.2491;
1;25.3745;31.4532;75.7292;
1;21.1975;14.9075;75.7094;
1;22.4731;22.3046;78.4721;
1;24.9036;19.8571;71.4203;
1;23.6407;16.0485;62.8865;
1;23.4483;26.769;72.9963;
1;24.2501;36.4463;75.0328;
1;28.8465;48.8216;76.3257;
1;27.1775;49.6015;78.0623;
1;26.582;48.3219;76.9466;
1;25.1664;33.3911;72.35;
1;21.0971;17.1161;72.794;
1;22.272;21.3632;77.4274;
1;24.6184;21.6308;66.8119;
1;22.6078;19.2448;55.6166;
1;24.0611;27.5577;72.2016;
1;27.3369;43.9491;75.5503;
1;29.6147;52.7187;75.9388;
1;29.1358;50.7464;77.5949;
1;27.104;52.0529;75.825;
1;25.8503;29.4396;69.0502;
1;37.8151;51.6859;79.9998;
1;21.9841;18.172;76.6575;
1;23.2371;22.2376;78.8196;
1;25.4455;22.8723;72.6104;
1;24.2065;17.2351;65.8488;
1;30.6322;38.3451;79.5161;
1;36.461;36.5361;79.966;
1;30.3205;37.4471;79.7735;
1;29.9704;27.609;79.8458;
1;39.3906;51.2145;80.0012;
1;35.0275;50.4964;79.6625;
1;46.5599;46.4219;80.0994;
1;40.3902;51.161;80.0824;
1;37.3785;49.5402;79.9899;
1;24.0285;13.9062;75.7141;
1;30.9754;46.0804;79.9425;
1;26.4702;29.739;78.1416;
1;28.88;37.127;79.8251;
1;24.9883;25.0153;74.5774;
1;29.8796;43.0167;79.9248;
1;24.7323;26.3567;76.2486;
1;31.0622;40.4874;79.6652;
1;27.3429;42.9985;78.8781;
1;33.4384;58.0892;79.8733;
1;49.4005;58.7404;80.8464;
1;39.4278;42.7517;80.2799;
1;28.0167;33.0749;79.1133;
1;33.1421;37.0123;79.8279;
1;28.862;33.9379;79.7437;
1;34.9157;36.4567;79.1742;
1;43.5624;58.8157;80.0599;
1;32.7658;38.889;79.7272;
1;24.5064;15.8148;65.8472;
1;23.5031;20.6097;66.4957;
1;26.3178;29.8885;78.6703;
1;26.6827;30.3048;77.6123;
1;27.0898;27.7289;79.0205;
1;25.4293;26.3895;77.7182;
1;25.0804;22.4772;67.6389;
1;32.8247;40.627;79.9579;
1;23.0803;14.6357;52.7098;
1;27.3202;37.5157;73.2394;
1;28.7946;44.2984;77.798;
1;33.0844;47.0344;79.3737;
1;52.5147;64.9975;82.5101;
1;42.6411;53.6988;82.3486;
1;30.3681;34.097;77.467;
1;34.6815;30.0826;79.5793;
1;29.3703;36.0361;79.02;
1;29.7221;25.7369;78.9712;
1;40.3834;54.8838;80.0144;
1;36.846;53.6306;79.7854;
1;46.828;46.604;80.5005;
1;38.8465;54.6724;80.1443;
1;24.6439;19.1753;68.0549;
1;23.2623;16.2592;68.1067;
1;26.4529;28.2068;77.5608;
1;27.0462;26.8327;77.7815;
1;27.4651;34.4795;78.6243;
1;25.6778;29.5138;75.8683;
1;24.9755;28.942;68.5955;
1;31.953;46.4058;79.8105;
1;23.9971;14.2736;55.5233;
2;15.1583;27.7234;73.7235;
2;8.81452;25.7663;68.5705;
2;8.98999;23.7474;69.4237;
2;15.5904;32.1415;78.8798;
2;15.9335;31.5998;77.1882;
2;13.3089;20.9608;72.2947;
2;42.8245;69.5952;80.4636;
2;21.8391;49.8727;77.7458;
2;30.1056;50.7564;79.0696;
2;34.4948;47.807;79.4981;
2;26.0558;48.253;79.0724;
2;12.7564;33.9803;78.2342;
2;44.5193;46.8502;80.6045;
2;17.4328;37.0131;78.6842;
2;38.0768;48.4128;80.0189;
2;51.7253;60.8559;80.6103;
2;13.6945;38.03;75.4933;
2;16.8117;37.0889;73.922;
2;17.6369;34.1641;73.5427;
2;22.2634;48.802;78.5119;
2;21.3187;51.3533;78.8075;
2;17.2845;25.0771;73.5729;
2;28.6759;43.8219;77.7371;
2;22.0324;41.6549;76.6594;
2;16.59;31.3621;72.5422;
2;25.9995;49.0163;78.7588;
2;30.579;56.8665;79.6909;
2;13.0054;34.9279;77.943;
2;30.9984;44.8593;79.5821;
2;25.6319;57.8122;79.6724;
2;13.1334;28.7949;76.0473;
2;14.4541;37.1433;74.5353;
2;14.6549;35.0954;73.4936;
2;27.1809;43.1012;79.3979;
2;29.5008;45.3683;79.2816;
2;17.8927;33.3798;74.5551;
2;35.5614;51.2029;79.7249;
2;35.2344;51.7156;79.6885;
2;20.7107;42.07;76.9724;
2;35.6477;63.4813;79.8922;
2;14.6705;34.5385;78.5382;
2;43.0444;64.1373;80.2737;
2;16.2042;44.0573;78.4394;
2;41.7666;50.6195;80.1539;
2;45.7626;68.577;80.2369;
2;17.5053;44.943;76.7869;
2;16.0543;32.5309;73.6892;
2;17.3997;38.3283;74.3936;
2;22.0626;40.4271;77.6271;
2;16.1727;46.8258;77.0854;
2;17.2842;37.8203;76.5348;
2;26.1051;51.826;79.5479;
2;19.4387;30.4169;71.6084;
2;15.5604;23.9652;69.7845;
2;19.0037;43.664;79.0024;
2;12.342;15.1148;68.2291;
2;19.307;19.1529;77.4978;
2;19.6967;27.0991;78.53;
2;19.4661;26.0143;78.4623;
2;10.6032;34.9201;79.2502;
2;20.7975;14.6044;74.7784;
2;20.6213;24.3295;77.8367;
2;16.8237;37.4351;74.8636;
2;23.2572;45.8354;78.7637;
2;19.737;29.3452;63.0736;
2;17.2225;29.1655;66.4968;
2;19.9159;34.6299;77.7634;
2;16.5348;34.0318;76.0077;
2;9.36349;26.9258;64.8485;
2;9.65072;23.4644;66.3943;
2;15.1793;38.1183;78.2848;
2;16.6162;36.8884;77.0754;
2;13.1341;29.9104;71.1212;
2;12.5546;17.2607;69.8087;
2;20.1793;24.9324;77.4386;
3;77.971;60.0722;80.3026;
3;78.8382;54.8113;80.2387;
3;78.0006;64.2742;80.2691;
3;77.6466;63.3105;80.2893;
3;77.9716;70.4941;80.3902;
3;46.8944;39.379;80.8761;
3;63.0082;40.4941;81.6255;
3;50.3198;42.8605;80.6371;
3;47.2672;33.1641;80.4727;
3;40.701;33.8054;80.1616;
3;73.1911;43.0611;81.4349;
